numero,data_pedido,hora_pedido,cliente,endereco,telefone,tipo_entrega,valor_pizza,valor_borda,valor_refrigerante,valor_entrega,valor_total,hora_entrega,tempo
712,2011-11-25,18:47:00,"Cliente 712","Endereco 712",00-000-0711,Entrega,20,0,0,2.5,22.5,19:18:00,00:31:00
713,2011-11-25,19:04:00,"Cliente 713","Endereco 713",00-000-0712,Buscar,23,0,4,0,27,19:30:00,00:26:00
714,2011-11-25,19:51:00,"Cliente 714","Endereco 714",00-000-0713,Entrega,23,0,0,2.5,25.5,20:40:00,00:49:00
715,2011-11-25,19:54:00,"Cliente 715","Endereco 715",00-000-0714,Entrega,30,0,0,2.5,32.5,20:43:00,00:49:00
716,2011-11-25,20:21:00,"Cliente 716","Endereco 716",00-000-0715,Entrega,30,0,0,2.5,32.5,21:00:00,00:39:00
717,2011-11-25,20:26:00,"Cliente 717","Endereco 717",00-000-0716,Entrega,28,2.5,0,3,33.5,21:15:00,00:49:00
718,2011-11-25,20:29:00,"Cliente 718","Endereco 718",00-000-0717,Entrega,21,2.5,0,4,27.5,21:00:00,00:31:00
719,2011-11-25,21:23:00,"Cliente 719","Endereco 719",00-000-0718,Entrega,30,0,0,2.5,32.5,22:10:00,00:47:00
720,2011-11-25,21:27:00,"Cliente 720","Endereco 720",00-000-0719,Entrega,20,0,0,2.5,22.5,22:10:00,00:43:00
721,2011-11-25,21:34:00,"Cliente 721","Endereco 721",00-000-0720,Buscar,30,2.5,0,0,32.5,22:15:00,00:41:00
722,2011-11-25,22:19:00,"Cliente 722","Endereco 722",00-000-0721,Entrega,27,0,0,4,31,22:50:00,00:31:00
723,2011-11-25,22:19:00,"Cliente 723","Endereco 723",00-000-0722,Entrega,28,0,4.5,2.5,35,23:00:00,00:41:00
724,2011-11-25,22:58:00,"Cliente 724","Endereco 724",00-000-0723,Entrega,28,0,0,2.5,30.5,23:40:00,00:42:00
725,2011-11-25,23:14:00,"Cliente 725","Endereco 725",00-000-0724,Entrega,20,0,0,2.5,22.5,23:55:00,00:41:00
726,2011-11-25,23:20:00,"Cliente 726","Endereco 726",00-000-0725,Entrega,32,0,4,2.5,38.5,23:59:00,00:39:00
727,2011-11-25,23:40:00,"Cliente 727","Endereco 727",00-000-0726,Buscar,25.5,0,0,0,25.5,23:55:00,00:15:00
728,2011-11-26,18:00:00,"Cliente 728","Endereco 728",00-000-0727,Buscar,28,0,0,0,28,18:50:00,00:50:00
729,2011-11-26,18:05:00,"Cliente 729","Endereco 729",00-000-0728,Entrega,30,0,0,2.5,32.5,19:00:00,00:55:00
730,2011-11-26,18:18:00,"Cliente 730","Endereco 730",00-000-0729,Entrega,18,0,0,2.5,20.5,19:00:00,00:42:00
731,2011-11-26,18:20:00,"Cliente 731","Endereco 731",00-000-0730,Entrega,28,0,0,2.5,30.5,19:00:00,00:40:00
732,2011-11-26,18:34:00,"Cliente 732","Endereco 732",00-000-0731,Entrega,30,0,0,2.5,32.5,19:10:00,00:36:00
733,2011-11-26,18:36:00,"Cliente 733","Endereco 733",00-000-0732,Buscar,20,0,0,0,20,19:30:00,00:54:00
734,2011-11-26,19:00:00,"Cliente 734","Endereco 734",00-000-0733,Buscar,32,0,0,0,32,19:50:00,00:50:00
735,2011-11-26,19:01:00,"Cliente 735","Endereco 735",00-000-0734,Entrega,23,0,0,2.5,25.5,19:45:00,00:44:00
736,2011-11-26,19:24:00,"Cliente 736","Endereco 736",00-000-0735,Entrega,22,0,0,3,25,20:10:00,00:46:00
737,2011-11-26,19:26:00,"Cliente 737","Endereco 737",00-000-0736,Buscar,26,0,0,0,26,20:10:00,00:44:00
738,2011-11-26,19:28:00,"Cliente 738","Endereco 738",00-000-0737,Entrega,32,3,2.5,4,41.5,20:20:00,00:52:00
739,2011-11-26,19:45:00,"Cliente 739","Endereco 739",00-000-0738,Buscar,32,3,0,0,35,20:40:00,00:55:00
740,2011-11-26,19:58:00,"Cliente 740","Endereco 740",00-000-0739,Entrega,18,0,0,2.5,20.5,20:40:00,00:42:00
741,2011-11-26,20:04:00,"Cliente 741","Endereco 741",00-000-0740,Buscar,28,0,0,0,28,20:48:00,00:44:00
742,2011-11-26,20:04:00,"Cliente 742","Endereco 742",00-000-0741,Entrega,27,0,0,2.5,29.5,20:55:00,00:51:00
743,2011-11-26,20:14:00,"Cliente 743","Endereco 743",00-000-0742,Buscar,30,2.5,0,0,32.5,21:00:00,00:46:00
744,2011-11-26,20:18:00,"Cliente 744","Endereco 744",00-000-0743,Buscar,20,0,0,0,20,21:00:00,00:42:00
745,2011-11-26,20:20:00,"Cliente 745","Endereco 745",00-000-0744,Entrega,20,2.5,4,2.5,29,21:00:00,00:40:00
746,2011-11-26,20:20:00,"Cliente 746","Endereco 746",00-000-0745,Buscar,23,0,0,0,23,21:11:00,00:51:00
747,2011-11-26,20:27:00,"Cliente 747","Endereco 747",00-000-0746,Entrega,32,0,0,2.5,34.5,21:05:00,00:38:00
748,2011-11-26,20:29:00,"Cliente 748","Endereco 748",00-000-0747,Buscar,20,0,0,0,20,21:20:00,00:51:00
749,2011-11-26,20:34:00,"Cliente 749","Endereco 749",00-000-0748,Entrega,23,0,0,2.5,25.5,21:20:00,00:46:00
750,2011-11-26,20:40:00,"Cliente 750","Endereco 750",00-000-0749,Entrega,23,0,0,2.5,25.5,21:30:00,00:50:00
751,2011-11-26,21:01:00,"Cliente 751","Endereco 751",00-000-0750,Buscar,17,0,0,0,17,21:50:00,00:49:00
752,2011-11-26,21:01:00,"Cliente 752","Endereco 752",00-000-0751,Buscar,17,0,0,0,17,21:44:00,00:43:00
753,2011-11-26,21:03:00,"Cliente 753","Endereco 753",00-000-0752,Entrega,23,0,0,2.5,25.5,21:52:00,00:49:00
754,2011-11-26,21:06:00,"Cliente 754","Endereco 754",00-000-0753,Buscar,28,0,0,0,28,21:50:00,00:44:00
755,2011-11-26,21:09:00,"Cliente 755","Endereco 755",00-000-0754,Entrega,26,0,8.5,2.5,37,22:00:00,00:51:00
756,2011-11-26,21:33:00,"Cliente 756","Endereco 756",00-000-0755,Buscar,20,0,0,0,20,22:00:00,00:27:00
757,2011-11-26,21:41:00,"Cliente 757","Endereco 757",00-000-0756,Buscar,21,0,0,0,21,22:10:00,00:29:00
758,2011-11-26,21:47:00,"Cliente 758","Endereco 758",00-000-0757,Entrega,32,0,0,2.5,34.5,22:10:00,00:23:00
759,2011-11-26,21:54:00,"Cliente 759","Endereco 759",00-000-0758,Buscar,23,0,0,0,23,22:44:00,00:50:00
760,2011-11-26,21:55:00,"Cliente 760","Endereco 760",00-000-0759,Buscar,27,0,0,0,27,22:31:00,00:36:00
761,2011-11-26,22:24:00,"Cliente 761","Endereco 761",00-000-0760,Entrega,21,0,0,2.5,23.5,23:00:00,00:36:00
762,2011-11-26,22:29:00,"Cliente 762","Endereco 762",00-000-0761,Entrega,23,0,0,2.5,25.5,23:00:00,00:31:00
763,2011-11-26,22:37:00,"Cliente 763","Endereco 763",00-000-0762,Buscar,33,0,0,0,33,23:10:00,00:33:00
764,2011-11-26,22:43:00,"Cliente 764","Endereco 764",00-000-0763,Entrega,15,0,0,2.5,17.5,23:30:00,00:47:00
765,2011-11-26,23:22:00,"Cliente 765","Endereco 765",00-000-0764,Buscar,20,0,0,0,20,23:55:00,00:33:00
766,2011-11-27,18:00:00,"Cliente 766","Endereco 766",00-000-0765,Buscar,32,0,0,0,32,18:50:00,00:50:00
767,2011-11-27,19:20:00,"Cliente 767","Endereco 767",00-000-0766,Buscar,30,0,0,0,30,20:00:00,00:40:00
768,2011-11-27,19:25:00,"Cliente 768","Endereco 768",00-000-0767,Buscar,30,2.5,0,0,32.5,20:15:00,00:50:00
769,2011-11-27,19:44:00,"Cliente 769","Endereco 769",00-000-0768,Buscar,32,3,0,0,35,20:25:00,00:41:00
770,2011-11-27,20:03:00,"Cliente 770","Endereco 770",00-000-0769,Entrega,18,0,0,2.5,20.5,20:25:00,00:22:00
771,2011-11-27,20:07:00,"Cliente 771","Endereco 771",00-000-0770,Entrega,30,2.5,0,2.5,35,21:00:00,00:53:00
772,2011-11-27,20:08:00,"Cliente 772","Endereco 772",00-000-0771,Buscar,30,0,0,0,30,20:50:00,00:42:00
773,2011-11-27,20:10:00,"Cliente 773","Endereco 773",00-000-0772,Entrega,20,0,0,2.5,22.5,20:40:00,00:30:00
774,2011-11-27,20:34:00,"Cliente 774","Endereco 774",00-000-0773,Buscar,36,0,0,0,36,20:57:00,00:23:00
775,2011-11-27,20:37:00,"Cliente 775","Endereco 775",00-000-0774,Buscar,21,0,4,0,25,21:28:00,00:51:00
776,2011-11-27,20:38:00,"Cliente 776","Endereco 776",00-000-0775,Buscar,23,0,0,0,23,21:10:00,00:32:00
777,2011-11-27,21:06:00,"Cliente 777","Endereco 777",00-000-0776,Entrega,23,0,0,2.5,25.5,21:23:00,00:17:00
778,2011-11-27,21:15:00,"Cliente 778","Endereco 778",00-000-0777,Buscar,22,0,0,0,22,21:56:00,00:41:00
779,2011-11-27,21:29:00,"Cliente 779","Endereco 779",00-000-0778,Buscar,28,2.5,0,0,30.5,22:00:00,00:31:00
780,2011-11-27,21:33:00,"Cliente 780","Endereco 780",00-000-0779,Entrega,26,0,0,2.5,28.5,22:15:00,00:42:00
781,2011-11-27,21:42:00,"Cliente 781","Endereco 781",00-000-0780,Buscar,28,2.5,4.5,0,35,22:20:00,00:38:00
782,2011-11-27,21:43:00,"Cliente 782","Endereco 782",00-000-0781,Entrega,28,3,0,2.5,33.5,22:20:00,00:37:00
783,2011-11-27,21:54:00,"Cliente 783","Endereco 783",00-000-0782,Buscar,30,0,0,0,30,22:30:00,00:36:00
784,2011-11-27,22:08:00,"Cliente 784","Endereco 784",00-000-0783,Entrega,32,0,0,2.5,34.5,23:00:00,00:52:00
785,2011-11-27,22:10:00,"Cliente 785","Endereco 785",00-000-0784,Entrega,28,0,0,2.5,30.5,23:00:00,00:50:00
786,2011-11-27,22:48:00,"Cliente 786","Endereco 786",00-000-0785,Buscar,20,0,0,0,20,23:30:00,00:42:00
787,2011-11-27,23:20:00,"Cliente 787","Endereco 787",00-000-0786,Buscar,20,0,4.5,0,24.5,23:55:00,00:35:00
788,2011-11-29,18:00:00,"Cliente 788","Endereco 788",00-000-0787,Entrega,30,0,0,2.5,32.5,18:50:00,00:50:00
789,2011-11-29,18:20:00,"Cliente 789","Endereco 789",00-000-0788,Buscar,22,3,0,0,25,19:00:00,00:40:00
790,2011-11-29,18:25:00,"Cliente 790","Endereco 790",00-000-0789,Entrega,32,0,0,2.5,34.5,19:20:00,00:55:00
791,2011-11-29,18:30:00,"Cliente 791","Endereco 791",00-000-0790,Buscar,30,0,0,0,30,19:15:00,00:45:00
792,2011-11-29,19:00:00,"Cliente 792","Endereco 792",00-000-0791,Entrega,23,0,4.5,2.5,30,19:55:00,00:55:00
793,2011-11-29,19:10:00,"Cliente 793","Endereco 793",00-000-0792,Entrega,30,0,0,2.5,32.5,19:41:00,00:31:00
794,2011-11-29,19:55:00,"Cliente 794","Endereco 794",00-000-0793,Entrega,17,0,0,2.5,19.5,20:30:00,00:35:00
795,2011-11-29,20:20:00,"Cliente 795","Endereco 795",00-000-0794,Entrega,28,0,0,2.5,30.5,20:45:00,00:25:00
796,2011-11-29,20:23:00,"Cliente 796","Endereco 796",00-000-0795,Entrega,30,0,0,2.5,32.5,21:00:00,00:37:00
797,2011-11-29,22:10:00,"Cliente 797","Endereco 797",00-000-0796,Entrega,20,0,0,2.5,22.5,23:00:00,00:50:00
798,2011-11-29,22:13:00,"Cliente 798","Endereco 798",00-000-0797,Entrega,30,2.5,0,2.5,35,23:00:00,00:47:00
799,2011-11-29,22:13:00,"Cliente 799","Endereco 799",00-000-0798,buscar,20,0,0,0,20,23:00:00,00:47:00
800,2011-11-29,22:41:00,"Cliente 800","Endereco 800",00-000-0799,Entrega,30,0,0,2.5,32.5,23:10:00,00:29:00
801,2011-11-30,19:59:00,"Cliente 801","Endereco 801",00-000-0800,Buscar,32,0,0,0,32,20:30:00,00:31:00
802,2011-11-30,20:29:00,"Cliente 802","Endereco 802",00-000-0801,Entrega,20,0,0,4,24,21:10:00,00:41:00
803,2011-11-30,21:23:00,"Cliente 803","Endereco 803",00-000-0802,Buscar,31,0,0,0,31,21:56:00,00:33:00
804,2011-11-30,21:23:00,"Cliente 804","Endereco 804",00-000-0803,Entrega,23,0,0,2.5,25.5,22:00:00,00:37:00
805,2011-11-30,21:24:00,"Cliente 805","Endereco 805",00-000-0804,Entrega,26,0,0,3,29,22:10:00,00:46:00
806,2011-11-30,21:45:00,"Cliente 806","Endereco 806",00-000-0805,Buscar,28,0,0,0,28,22:20:00,00:35:00
807,2011-12-01,19:06:00,"Cliente 807","Endereco 807",00-000-0806,Buscar,19,0,0,0,19,19:41:00,00:35:00
808,2011-12-01,19:33:00,"Cliente 808","Endereco 808",00-000-0807,Entrega,28,0,4.5,3,35.5,20:14:00,00:41:00
809,2011-12-01,19:49:00,"Cliente 809","Endereco 809",00-000-0808,Buscar,20,0,4.5,0,24.5,20:35:00,00:46:00
810,2011-12-01,19:55:00,"Cliente 810","Endereco 810",00-000-0809,Buscar,22,0,0,0,22,20:40:00,00:45:00
811,2011-12-01,20:20:00,"Cliente 811","Endereco 811",00-000-0810,Entrega,30,0,0,5,35,21:00:00,00:40:00
812,2011-12-01,20:30:00,"Cliente 812","Endereco 812",00-000-0811,Buscar,26,0,0,0,26,21:00:00,00:30:00
813,2011-12-01,20:38:00,"Cliente 813","Endereco 813",00-000-0812,Buscar,30,0,0,0,30,21:00:00,00:22:00
814,2011-12-01,20:43:00,"Cliente 814","Endereco 814",00-000-0813,Entrega,20,0,0,2.5,22.5,21:30:00,00:47:00
815,2011-12-01,21:06:00,"Cliente 815","Endereco 815",00-000-0814,Buscar,30,0,4.5,0,34.5,21:35:00,00:29:00
816,2011-12-01,21:18:00,"Cliente 816","Endereco 816",00-000-0815,Buscar,23,0,0,0,23,22:00:00,00:42:00
817,2011-12-01,21:26:00,"Cliente 817","Endereco 817",00-000-0816,Entrega,29,0,4.5,2.5,36,22:20:00,00:54:00
818,2011-12-01,21:52:00,"Cliente 818","Endereco 818",00-000-0817,Buscar,22,0,0,0,22,22:45:00,00:53:00
819,2011-12-01,22:14:00,"Cliente 819","Endereco 819",00-000-0818,Entrega,25,0,4.5,2.5,32,23:00:00,00:46:00
820,2011-12-01,22:48:00,"Cliente 820","Endereco 820",00-000-0819,Entrega,27,0,4.5,2.5,34,23:20:00,00:32:00
821,2011-12-02,22:50:00,"Cliente 821","Endereco 821",00-000-0820,Buscar,13,0,4.5,0,17.5,23:41:00,00:51:00
822,2011-12-02,19:16:00,"Cliente 822","Endereco 822",00-000-0821,Entrega,30,0,4,2.5,36.5,20:10:00,00:54:00
823,2011-12-02,19:21:00,"Cliente 823","Endereco 823",00-000-0822,Entrega,30,0,0,2.5,32.5,20:00:00,00:39:00
824,2011-12-02,19:32:00,"Cliente 824","Endereco 824",00-000-0823,Entrega,27,2.5,0,2.5,32,20:00:00,00:28:00
825,2011-12-02,19:35:00,"Cliente 825","Endereco 825",00-000-0824,Buscar,20,0,0,0,20,20:20:00,00:45:00
826,2011-12-02,19:48:00,"Cliente 826","Endereco 826",00-000-0825,Entrega,28,0,0,2.5,30.5,20:34:00,00:46:00
827,2011-12-02,19:53:00,"Cliente 827","Endereco 827",00-000-0826,Buscar,20,0,0,0,20,20:40:00,00:47:00
828,2011-12-02,20:13:00,"Cliente 828","Endereco 828",00-000-0827,Buscar,15,0,0,0,15,20:35:00,00:22:00
829,2011-12-02,20:18:00,"Cliente 829","Endereco 829",00-000-0828,Buscar,20,0,0,0,20,21:00:00,00:42:00
830,2011-12-02,20:24:00,"Cliente 830","Endereco 830",00-000-0829,Entrega,18,0,0,2.5,20.5,20:59:00,00:35:00
831,2011-12-02,20:31:00,"Cliente 831","Endereco 831",00-000-0830,Entrega,31,0,0,2.5,33.5,21:20:00,00:49:00
832,2011-12-02,20:33:00,"Cliente 832","Endereco 832",00-000-0831,Entrega,20,0,0,2.5,22.5,21:17:00,00:44:00
833,2011-12-02,20:39:00,"Cliente 833","Endereco 833",00-000-0832,Entrega,20,0,4.5,2.5,27,21:16:00,00:37:00
834,2011-12-02,21:10:00,"Cliente 834","Endereco 834",00-000-0833,Buscar,26,0,0,0,26,22:00:00,00:50:00
835,2011-12-02,21:10:00,"Cliente 835","Endereco 835",00-000-0834,Buscar,20,0,0,0,20,21:51:00,00:41:00
836,2011-12-02,21:55:00,"Cliente 836","Endereco 836",00-000-0835,Entrega,32,0,0,2.5,34.5,22:45:00,00:50:00
837,2011-12-02,21:55:00,"Cliente 837","Endereco 837",00-000-0836,Entrega,30,2.5,0,2.5,35,22:40:00,00:45:00
838,2011-12-02,22:22:00,"Cliente 838","Endereco 838",00-000-0837,Entrega,30,0,0,2.5,32.5,23:00:00,00:38:00
839,2011-12-02,22:35:00,"Cliente 839","Endereco 839",00-000-0838,Buscar,21,0,0,0,21,23:10:00,00:35:00
840,2011-12-02,22:51:00,"Cliente 840","Endereco 840",00-000-0839,Buscar,22,0,0,0,22,23:15:00,00:24:00
841,2011-12-02,23:09:00,"Cliente 841","Endereco 841",00-000-0840,Entrega,23,0,0,2.5,25.5,23:40:00,00:31:00
842,2011-12-02,23:16:00,"Cliente 842","Endereco 842",00-000-0841,Entrega,20,0,0,2.5,22.5,23:50:00,00:34:00
843,2011-12-02,23:16:00,"Cliente 843","Endereco 843",00-000-0842,Buscar,26,0,4,0,30,23:55:00,00:39:00
844,2011-12-02,23:36:00,"Cliente 844","Endereco 844",00-000-0843,Buscar,26,0,0,0,26,23:55:00,00:19:00
845,2011-12-02,23:40:00,"Cliente 845","Endereco 845",00-000-0844,buscar,19,0,0,0,19,23:55:00,00:15:00
846,2011-12-03,18:00:00,"Cliente 846","Endereco 846",00-000-0845,Entrega,23,0,0,2.5,25.5,18:50:00,00:50:00
847,2011-12-03,18:10:00,"Cliente 847","Endereco 847",00-000-0846,Entrega,20,0,0,2.5,22.5,19:00:00,00:50:00
848,2011-12-03,18:20:00,"Cliente 848","Endereco 848",00-000-0847,Buscar,22,0,4.5,0,26.5,19:00:00,00:40:00
849,2011-12-03,18:32:00,"Cliente 849","Endereco 849",00-000-0848,Entrega,23,0,2,2.5,27.5,19:10:00,00:38:00
850,2011-12-03,18:35:00,"Cliente 850","Endereco 850",00-000-0849,Entrega,22,0,0,2.5,24.5,19:20:00,00:45:00
851,2011-12-03,18:43:00,"Cliente 851","Endereco 851",00-000-0850,Entrega,27,0,0,2.5,29.5,19:26:00,00:43:00
852,2011-12-03,19:08:00,"Cliente 852","Endereco 852",00-000-0851,Buscar,22,0,5,0,27,19:45:00,00:37:00
853,2011-12-03,19:26:00,"Cliente 853","Endereco 853",00-000-0852,Entrega,21,0,0,2.5,23.5,20:00:00,00:34:00
854,2011-12-03,19:28:00,"Cliente 854","Endereco 854",00-000-0853,Entrega,17,0,0,2.5,19.5,20:00:00,00:32:00
855,2011-12-03,19:30:00,"Cliente 855","Endereco 855",00-000-0854,Entrega,30,3,0,2.5,35.5,20:15:00,00:45:00
856,2011-12-03,20:12:00,"Cliente 856","Endereco 856",00-000-0855,Buscar,28,0,0,0,28,21:00:00,00:48:00
857,2011-12-03,20:13:00,"Cliente 857","Endereco 857",00-000-0856,Buscar,30,2.5,0,0,32.5,21:00:00,00:47:00
858,2011-12-03,20:25:00,"Cliente 858","Endereco 858",00-000-0857,Buscar,32,0,5,0,37,20:58:00,00:33:00
859,2011-12-03,20:26:00,"Cliente 859","Endereco 859",00-000-0858,Entrega,21,2.5,0,2.5,26,21:10:00,00:44:00
860,2011-12-03,20:46:00,"Cliente 860","Endereco 860",00-000-0859,Entrega,22,0,0,2.5,24.5,21:30:00,00:44:00
861,2011-12-03,20:48:00,"Cliente 861","Endereco 861",00-000-0860,Buscar,30,3,0,0,33,21:32:00,00:44:00
862,2011-12-03,20:49:00,"Cliente 862","Endereco 862",00-000-0861,Buscar,28,0,0,0,28,21:40:00,00:51:00
863,2011-12-03,20:54:00,"Cliente 863","Endereco 863",00-000-0862,Entrega,30,0,0,3,33,21:35:00,00:41:00
864,2011-12-03,21:01:00,"Cliente 864","Endereco 864",00-000-0863,Entrega,28,0,0,3,31,21:41:00,00:40:00
865,2011-12-03,21:05:00,"Cliente 865","Endereco 865",00-000-0864,Buscar,23,0,0,0,23,21:40:00,00:35:00
866,2011-12-03,21:07:00,"Cliente 866","Endereco 866",00-000-0865,Buscar,28,2.5,0,0,30.5,22:00:00,00:53:00
867,2011-12-03,21:09:00,"Cliente 867","Endereco 867",00-000-0866,Entrega,32,0,0,2.5,34.5,21:50:00,00:41:00
868,2011-12-03,21:10:00,"Cliente 868","Endereco 868",00-000-0867,Entrega,30,0,0,4,34,22:00:00,00:50:00
869,2011-12-03,21:14:00,"Cliente 869","Endereco 869",00-000-0868,Entrega,32,2.5,0,3,37.5,22:00:00,00:46:00
870,2011-12-03,21:16:00,"Cliente 870","Endereco 870",00-000-0869,Entrega,26,2.5,0,4,32.5,22:00:00,00:44:00
871,2011-12-03,21:44:00,"Cliente 871","Endereco 871",00-000-0870,Entrega,32,0,0,2.5,34.5,22:30:00,00:46:00
872,2011-12-03,21:48:00,"Cliente 872","Endereco 872",00-000-0871,Entrega,26,0,0,2.5,28.5,22:30:00,00:42:00
873,2011-12-03,22:00:00,"Cliente 873","Endereco 873",00-000-0872,Entrega,32,0,0,2.5,34.5,22:40:00,00:40:00
874,2011-12-03,22:10:00,"Cliente 874","Endereco 874",00-000-0873,Entrega,30,0,0,2.5,32.5,22:50:00,00:40:00
875,2011-12-03,22:49:00,"Cliente 875","Endereco 875",00-000-0874,Buscar,30,2.5,0,0,32.5,23:30:00,00:41:00
876,2011-12-03,22:56:00,"Cliente 876","Endereco 876",00-000-0875,Entrega,19,0,0,2.5,21.5,23:40:00,00:44:00
877,2011-12-03,23:17:00,"Cliente 877","Endereco 877",00-000-0876,Entrega,30,0,0,2.5,32.5,23:55:00,00:38:00
878,2011-12-03,23:30:00,"Cliente 878","Endereco 878",00-000-0877,Entrega,32,0,0,2.5,34.5,23:55:00,00:25:00
879,2011-12-04,19:07:00,"Cliente 879","Endereco 879",00-000-0878,Entrega,30,0,0,2.5,32.5,19:50:00,00:43:00
880,2011-12-04,19:11:00,"Cliente 880","Endereco 880",00-000-0879,Buscar,31,0,0,0,31,19:50:00,00:39:00
881,2011-12-04,19:13:00,"Cliente 881","Endereco 881",00-000-0880,Buscar,38,0,0,0,38,20:00:00,00:47:00
882,2011-12-04,19:24:00,"Cliente 882","Endereco 882",00-000-0881,Buscar,17,0,4,0,21,20:10:00,00:46:00
883,2011-12-04,19:28:00,"Cliente 883","Endereco 883",00-000-0882,Buscar,20,0,0,0,20,20:00:00,00:32:00
884,2011-12-04,19:39:00,"Cliente 884","Endereco 884",00-000-0883,Buscar,32,0,0,0,32,20:10:00,00:31:00
885,2011-12-04,19:45:00,"Cliente 885","Endereco 885",00-000-0884,Buscar,12,0,0,0,12,20:30:00,00:45:00
886,2011-12-04,19:55:00,"Cliente 886","Endereco 886",00-000-0885,Entrega,31,0,4.5,2.5,38,20:31:00,00:36:00
887,2011-12-04,20:30:00,"Cliente 887","Endereco 887",00-000-0886,Buscar,20,0,0,0,20,21:19:00,00:49:00
888,2011-12-04,20:35:00,"Cliente 888","Endereco 888",00-000-0887,Buscar,30,0,0,0,30,21:10:00,00:35:00
889,2011-12-04,20:51:00,"Cliente 889","Endereco 889",00-000-0888,Buscar,23,0,0,0,23,21:30:00,00:39:00
890,2011-12-04,21:06:00,"Cliente 890","Endereco 890",00-000-0889,Buscar,30,0,0,0,30,21:50:00,00:44:00
891,2011-12-04,21:17:00,"Cliente 891","Endereco 891",00-000-0890,Entrega,30,0,4.5,2.5,37,22:00:00,00:43:00
892,2011-12-04,21:26:00,"Cliente 892","Endereco 892",00-000-0891,Entrega,36,0,0,2.5,38.5,22:10:00,00:44:00
893,2011-12-04,21:26:00,"Cliente 893","Endereco 893",00-000-0892,Buscar,28,2.5,0,0,30.5,22:05:00,00:39:00
894,2011-12-04,21:38:00,"Cliente 894","Endereco 894",00-000-0893,Entrega,28,0,0,2.5,30.5,22:10:00,00:32:00
895,2011-12-04,21:55:00,"Cliente 895","Endereco 895",00-000-0894,Entrega,25,0,4.5,2.5,32,22:20:00,00:25:00
896,2011-12-04,21:59:00,"Cliente 896","Endereco 896",00-000-0895,Buscar,32,0,0,0,32,22:53:00,00:54:00
897,2011-12-04,22:10:00,"Cliente 897","Endereco 897",00-000-0896,Entrega,21,0,4.5,2.5,28,23:00:00,00:50:00
898,2011-12-04,22:25:00,"Cliente 898","Endereco 898",00-000-0897,Entrega,26,0,0,2.5,28.5,23:00:00,00:35:00
899,2011-12-04,22:25:00,"Cliente 899","Endereco 899",00-000-0898,Buscar,25,0,0,0,25,23:20:00,00:55:00
900,2011-12-04,22:34:00,"Cliente 900","Endereco 900",00-000-0899,Buscar,29,0,0,0,29,23:10:00,00:36:00
901,2011-12-04,22:49:00,"Cliente 901","Endereco 901",00-000-0900,Entrega,20,0,0,2.5,22.5,23:30:00,00:41:00
902,2011-12-06,18:00:00,"Cliente 902","Endereco 902",00-000-0901,Entrega,22,0,0,2.5,24.5,18:40:00,00:40:00
903,2011-12-06,18:10:00,"Cliente 903","Endereco 903",00-000-0902,Entrega,23,0,0,2.5,25.5,19:00:00,00:50:00
904,2011-12-06,18:15:00,"Cliente 904","Endereco 904",00-000-0903,Entrega,23,0,0,2.5,25.5,19:00:00,00:45:00
905,2011-12-06,18:20:00,"Cliente 905","Endereco 905",00-000-0904,Buscar,20,0,4.5,0,24.5,19:00:00,00:40:00
906,2011-12-06,18:25:00,"Cliente 906","Endereco 906",00-000-0905,Entrega,17,0,0,2.5,19.5,19:00:00,00:35:00
907,2011-12-06,18:30:00,"Cliente 907","Endereco 907",00-000-0906,Entrega,28,2.5,0,2.5,33,19:20:00,00:50:00
908,2011-12-06,18:35:00,"Cliente 908","Endereco 908",00-000-0907,Buscar,31,0,0,0,31,19:00:00,00:25:00
909,2011-12-06,18:45:00,"Cliente 909","Endereco 909",00-000-0908,Entrega,28,0,0,2.5,30.5,19:10:00,00:25:00
910,2011-12-06,19:58:00,"Cliente 910","Endereco 910",00-000-0909,Entrega,20,0,4,2.5,26.5,20:40:00,00:42:00
911,2011-12-06,20:09:00,"Cliente 911","Endereco 911",00-000-0910,Entrega,38,2.5,0,2.5,43,20:35:00,00:26:00
912,2011-12-06,20:09:00,"Cliente 912","Endereco 912",00-000-0911,Buscar,27,0,0,0,27,20:35:00,00:26:00
913,2011-12-06,20:11:00,"Cliente 913","Endereco 913",00-000-0912,Entrega,23,0,0,2.5,25.5,20:50:00,00:39:00
914,2011-12-06,20:16:00,"Cliente 914","Endereco 914",00-000-0913,Buscar,30,2.5,0,0,32.5,21:00:00,00:44:00
915,2011-12-06,20:29:00,"Cliente 915","Endereco 915",00-000-0914,Entrega,23,0,4.5,2.5,30,21:08:00,00:39:00
916,2011-12-06,21:02:00,"Cliente 916","Endereco 916",00-000-0915,Buscar,26,0,0,0,26,21:50:00,00:48:00
917,2011-12-06,21:29:00,"Cliente 917","Endereco 917",00-000-0916,Buscar,20,0,0,0,20,22:10:00,00:41:00
918,2011-12-06,21:33:00,"Cliente 918","Endereco 918",00-000-0917,Buscar,20,0,0,0,20,22:08:00,00:35:00
919,2011-12-06,22:24:00,"Cliente 919","Endereco 919",00-000-0918,Buscar,23,0,0,0,23,23:10:00,00:46:00
920,2011-12-06,22:31:00,"Cliente 920","Endereco 920",00-000-0919,Buscar,30,0,0,0,30,23:10:00,00:39:00
